daf,amud,entry_letter,local_letters,raw_text,text,url
27,a,סה,ד,"זכר מיי' פ""ג מה' טומאת מת ה""ד:","רמב""ם זכר רמב""ם פרק ג מה' טומאת מת ה""ד",
27,b,סו,ב א,"מיי' פ""ג טומאת מת ה""ד מהל' נזירות ה""ג[ :","רמב""ם פרק ג טומאת מת ה""ד מהלכות נזירות ה""ג",
27,b,סז,ג,"מיי' שם פ""ד","רמב""ם פרק ד מהלכות נזירות",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A0%D7%96%D7%99%D7%A8%D7%95%D7%AA_%D7%93
27,b,סח,ד,"מיי' שם פ""ג","רמב""ם פרק ג מהלכות נזירות",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A0%D7%96%D7%99%D7%A8%D7%95%D7%AA_%D7%92
27,b,סט,ה,"הי""ב ועי' כ""מ עשין ריא טוש""ע י""ד שטו ס""ז:","רמב""ם הי""ב ועיין כ""מ עשין ריא
טור שולחן ערוך יורה דעה שטו ס""ז",
27,b,ע,ו,"הטומאה הט""ז:","רמב""ם הטומאה הט""ז",
27,b,עא,ז,"מיי הי""א סמג עשין טוש""ע י""ד סי' שטו ס""ז:","רמב""ם מיי הי""א
סמג עשין
טור שולחן ערוך יורה דעה סימן שטו ס""ז",https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A9%D7%98%D7%95
27,b,עב,י ט ח,"מיי' פ""ג טומאת מת ה""ט:","רמב""ם פרק ג מהלכות נזירות טומאת מת ה""ט",
28,a,עג,א,"של מיי' פ""ג מהל' טומאת מת הל""ט:","רמב""ם של רמב""ם פרק ג מהלכות טומאת מת הלכה ט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%98%D7%95%D7%9E%D7%90%D7%AA_%D7%9E%D7%AA_%D7%92_%D7%98
28,a,עד,ב,"מיי' פ""י מהל' איסורי","רמב""ם פרק י מהלכות איסורי",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%99
28,b,פב,א,"מיי' פי""א שגגות הל""ב:","רמב""ם פרק יא מהלכות איסורי שגגות הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%A9%D7%92%D7%92%D7%95%D7%AA_%D7%99%D7%90_%D7%91
28,b,פג,ג ב,"מיי' פ""א ערכין הל""ה סמג קכח:","רמב""ם פרק א מהלכות איסורי ערכין הלכה ה
סמג קכח",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%A2%D7%A8%D7%9B%D7%99%D7%9F_%D7%90_%D7%94
30,a,צ,א,"טבילה מיי' פ""י מהל' איסורי ביאה הל""ב סמג לאוין קיא דההיא טוש""ע יו""ד סי' קצד סעי' ב:","רמב""ם טבילה רמב""ם פרק י מהלכות איסורי ביאה הלכה ב
סמג לאוין קיא דההיא
טור שולחן ערוך יורה דעה סימן קצד סעיף ב","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%99_%D7%91
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A6%D7%93_%D7%91"
30,a,צא,ב,"מיי' שם הל""א:","רמב""ם פרק י מהלכות איסורי ביאה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%99_%D7%90
30,b,צב,ב א,"מיי' פ""י איסורי ביאה הל' כא:","רמב""ם פרק י מהלכות איסורי ביאה איסורי ביאה הלכה כא",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%99_%D7%9B%D7%90
31,b,א,א,"מיי' פ""ב מהל' מ משכב ומושב הלכה י:","רמב""ם פרק ב מהלכות מ משכב ומושב הלכה י",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%91_%D7%99
32,a,ב,א,"דבנות כותים מיי' פ""א מהלכות יבום הלכה טז יז ]יח[ סמג עשין דחייש נב טוש""ע אה""ע סימן קסז ד' וה' סעיף ג ד:","רמב""ם דבנות כותים רמב""ם פרק א מהלכות יבום הלכה טז יז יח
סמג עשין דחייש נב
טור שולחן ערוך אבן העזר סימן קסז ד' וה' סעיף ג ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%99%D7%91%D7%95%D7%9D_%D7%90_%D7%98%D7%96
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%93%D7%97%D7%99%D7%99%D7%A9
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%A7%D7%A1%D7%96_%D7%92"
32,a,ג,ב,"מיי' שם טוש""ע שם אבל לרבנן דלא חיישי למיעוטא לא הוו נדות מעריסתן ולא סעיף א ]וסעי' ד[:","רמב""ם פרק א מהלכות יבום
טור שולחן ערוך שם אבל לרבנן דלא חיישי למיעוטא לא הוו נדות מעריסתן ולא סעיף א וסעיף ד",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%99%D7%91%D7%95%D7%9D_%D7%90
32,a,ד,ג,"מיי' פ""ז מהלכות כיון דקסבר כותים תרומות הל' ח ]וברב אלפס פסחים פ""ג דף גרי אריות הן כדמוכח במנחות בפרק קמו:","רמב""ם פרק ז מהלכות כיון דקסבר כותים תרומות הלכה ח וברב אלפס פסחים פרק ג דף גרי אריות הן כדמוכח במנחות בפרק קמו",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9B%D7%99%D7%95%D7%9F_%D7%93%D7%A7%D7%A1%D7%91%D7%A8_%D7%9B%D7%95%D7%AA%D7%99%D7%9D_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%96_%D7%97
32,a,ה,ד,"דקאמר תורמין מיי' שם פ""י הלכ' ב ופי""א הל""א:","רמב""ם דקאמר תורמין רמב""ם שם פרק י הלכה ב
רמב""ם פרק יא מהלכות כיון דקסבר כותים תרומות הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9B%D7%99%D7%95%D7%9F_%D7%93%D7%A7%D7%A1%D7%91%D7%A8_%D7%9B%D7%95%D7%AA%D7%99%D7%9D_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%99%D7%90_%D7%90
32,a,ו,ה ו,"מיי' פ""ד מהלכות בנדות איסורי ביאה הלכה א ופ""א מהלכות מטמאי משכב מטמאין ומושב הלכה ג:","רמב""ם פרק ד מהלכות בנדות איסורי ביאה הלכה א
רמב""ם פרק א מהלכות מטמאי משכב מטמאין ומושב הלכה ג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%A0%D7%93%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%93_%D7%90
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99%D7%9F_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%92"
32,b,ז,א,"מיי' פ""א מטמאי משכב אבות הטומאה הלכה ג:","רמב""ם פרק א מהלכות מטמאי משכב מטמאין ומושב מטמאי משכב אבות הטומאה הלכה ג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99%D7%9F_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%90_%D7%92
32,b,ח,ב,"מיי' פ""ד איסורי ביאה הלכה ופ""א מהלכות מטמאי ומושב הלכה ג:","רמב""ם פרק ד מהלכות מטמאי משכב מטמאין ומושב איסורי ביאה הלכה
רמב""ם פרק א מהלכות מטמאי ומושב הלכה ג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99%D7%9F_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%93
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%92"
32,b,ט,ג,"מיי' פ""א מטמאי משכב הלכה ד ופ""ג מחוסרי כפרה הלכה ו:","רמב""ם פרק א מהלכות מטמאי ומושב מטמאי משכב הלכה ד
רמב""ם פרק ג מהלכות מטמאי ומושב מחוסרי כפרה הלכה ו","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%90_%D7%93
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%9B%D7%A4%D7%A8%D7%94_%D7%92_%D7%95"
32,b,י,ד,הטומאה הלכה ב:,"רמב""ם הטומאה הלכה ב",
32,b,יא,ה,"מיי' פ""א מטמאי משכב הלכה ו:","רמב""ם פרק א מהלכות מטמאי ומושב מטמאי משכב הלכה ו",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%90_%D7%95
32,b,יב,ו,"מיי' פ""ב מחוסרי כפרה הלכה ]והלכה ז[:","רמב""ם פרק ב מהלכות מטמאי ומושב מחוסרי כפרה הלכה והלכה ז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%9B%D7%A4%D7%A8%D7%94_%D7%91_%D7%95%D7%94%D7%9C%D7%9B%D7%94
32,b,יג,ז,"מיי' פ""ה איסורי ביאה הלכה א:","רמב""ם פרק ה מהלכות מטמאי ומושב איסורי ביאה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%94_%D7%90
32,b,יד,ח,"מיי' פ""ג מטמאי משכב הלכה ב:","רמב""ם פרק ג מהלכות מטמאי ומושב מטמאי משכב הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%92_%D7%91
33,a,טו,א,"חסר וי""ו. תימה דבמסורת הוא מלא מיהו מצינו מיי' פ""ו מהלכות מטמאי משכב ומושב נה:","רמב""ם חסר וי""ו. תימה דבמסורת הוא מלא מיהו מצינו רמב""ם פרק ו מהלכות מטמאי משכב ומושב נה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%A0%D7%94_%D7%95
33,a,טז,ב,"מיי' שם פ""א הלכה א:","רמב""ם פרק א מהלכות מטמאי משכב ומושב נה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%A0%D7%94_%D7%90_%D7%90
33,a,יז,ג,"מיי' שם פ""ג הל""א:","רמב""ם פרק ג מהלכות מטמאי משכב ומושב נה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%A0%D7%94_%D7%92_%D7%90
33,a,יח,ד,"מיי' שם פ""א הל""א:","רמב""ם פרק א מהלכות מטמאי משכב ומושב נה הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%A0%D7%94_%D7%90_%D7%90
33,a,יט,ה,"מיי' שם פ""ג הלכה ב:","רמב""ם פרק ג מהלכות מטמאי משכב ומושב נה הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%A0%D7%94_%D7%92_%D7%91
33,a,כ,ו,"אדם טוש""ע י""ד סי' קצו סעיף א:","רמב""ם אדם
טור שולחן ערוך יורה דעה סימן קצו סעיף א",https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A6%D7%95_%D7%90
33,a,כא,ז,"מיי' פ""ו מהלכות","רמב""ם פרק ו מהלכות",
33,b,,א,"] מיי' פ""ה מהל' משכב ומושב ה""ט יו""ד סי' קצו סעיף י[:","רמב""ם פרק ה מהלכות משכב ומושב ה""ט יורה דעה סימן קצו סעיף י",
33,b,כב,ג ב,אבות הטומאה הלכה יג:,"רמב""ם אבות הטומאה הלכה יג",
33,b,כג,ד,"מיי' פ""י משכב ומושב הלכה א:","רמב""ם פרק י מהלכות משכב ומושב משכב ומושב הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%99_%D7%90
34,a,כד,א,"והא מיי' פי""א מהל' מטמאי משכב ומושב ואין הל""ט:","רמב""ם והא רמב""ם פרק יא מהלכות מטמאי משכב ומושב ואין הלכה ט",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%95%D7%90%D7%99%D7%9F_%D7%99%D7%90_%D7%98
34,a,כה,ב,"מיי' פ""ב מהל' מטמאי משכב ומושב דליהוי הל' י ופ""ה שם הלכה ה:","רמב""ם פרק ב מהלכות מטמאי משכב ומושב דליהוי הלכה י
רמב""ם פרק ה מהלכות מטמאי משכב ומושב דליהוי הלכה ה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93%D7%9C%D7%99%D7%94%D7%95%D7%99_%D7%91_%D7%99
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93%D7%9C%D7%99%D7%94%D7%95%D7%99_%D7%94_%D7%94"
34,a,כו,ג,"מיי' שם פ""ה הל""ב:","רמב""ם פרק ה מהלכות מטמאי משכב ומושב דליהוי הלכה ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93%D7%9C%D7%99%D7%94%D7%95%D7%99_%D7%94_%D7%91
34,a,כז,ד,"בועל בקרוב מה לי ברחוק וכן משמע מיי' שם פ""ב הל""א ]ופ""ז מהל' איסורי ביאה דתנן ה""ז[ :","רמב""ם בועל בקרוב מה לי ברחוק וכן משמע רמב""ם שם פרק ב הלכה א
רמב""ם פרק ז מהלכות איסורי ביאה דתנן ה""ז",
34,a,כח,ה,"אלא מיי' פ""ב מהל' מטמאי משכב ומושב מקום רגלי הגנבים ומה הם מטמאין הל""י ופ""ד מהל' איסורי פתוחים ביאה הל' ד:","רמב""ם אלא רמב""ם פרק ב מהלכות מטמאי משכב ומושב מקום רגלי הגנבים ומה הם מטמאין הלכה י
רמב""ם פרק ד מהלכות איסורי פתוחים ביאה הלכה ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%9E%D7%A7%D7%95%D7%9D_%D7%A8%D7%92%D7%9C%D7%99_%D7%94%D7%92%D7%A0%D7%91%D7%99%D7%9D_%D7%95%D7%9E%D7%94_%D7%94%D7%9D_%D7%9E%D7%98%D7%9E%D7%90%D7%99%D7%9F_%D7%91_%D7%99
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%A4%D7%AA%D7%95%D7%97%D7%99%D7%9D_%D7%91%D7%99%D7%90%D7%94_%D7%93_%D7%93"
34,a,כט,ח ז ו,"מיי' פ""ב מהל' חרס מטמאי משכב ומושב יש הל' י ופ""ה מהל' שאר אבות הטומאה הלכה יז:","רמב""ם פרק ב מהלכות חרס מטמאי משכב ומושב יש הלכה י
רמב""ם פרק ה מהלכות שאר אבות הטומאה הלכה יז","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%97%D7%A8%D7%A1_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%99%D7%A9_%D7%91_%D7%99
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%99%D7%96"
34,a,ל,ט,"מיי' פ""ה מהל' שאר משכב אבות הטומאה הל' טז:","רמב""ם פרק ה מהלכות שאר משכב אבות הטומאה הלכה טז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%9E%D7%A9%D7%9B%D7%91_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%98%D7%96
34,a,לא,י,ומושב ואין מטמא בהיסט והא דקתני מיי' שם הלכה יז:,"רמב""ם ומושב ואין מטמא בהיסט והא דקתני רמב""ם פרק ה מהלכות שאר משכב אבות הטומאה הלכה יז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%90%D7%A8_%D7%9E%D7%A9%D7%9B%D7%91_%D7%90%D7%91%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%99%D7%96
34,b,לב,א,משכב ומושב הל' ו י:,"רמב""ם משכב ומושב הלכה ו י",
34,b,לג,ב,"מיי' פ""ה מהל' הטומאה הל' יז:","רמב""ם פרק ה מהלכות הטומאה הלכה יז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%94_%D7%99%D7%96
34,b,לד,ג,משכב ומושב הל' יב:,"רמב""ם משכב ומושב הלכה יב",
35,a,לה,א,"טומאת מיי' פ""א מהל' מטמאי משכב ומושב הל' יג:","רמב""ם טומאת רמב""ם פרק א מהלכות מטמאי משכב ומושב הלכה יג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%98%D7%9E%D7%90%D7%99_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%90_%D7%99%D7%92
35,a,לו,ג ב,"מיי' פ""ב מהל' מחוסרי ואינו כפרה הל' ב ]והל' ה[ והל' ו סמג עשין רמג:","רמב""ם פרק ב מהלכות מחוסרי ואינו כפרה הלכה ב והל' ה והל' ו
סמג עשין רמג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%95%D7%90%D7%99%D7%A0%D7%95_%D7%9B%D7%A4%D7%A8%D7%94_%D7%91_%D7%91
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A8%D7%9E%D7%92"
35,b,לז,א,כפרה הל' א:,"רמב""ם כפרה הלכה א",
35,b,לח,ג ב,"מיי' פ""ה משכב ומושב הל' רמג:","רמב""ם פרק ה מהלכות מחוסרי ואינו כפרה משכב ומושב הלכה רמג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%95%D7%90%D7%99%D7%A0%D7%95_%D7%9B%D7%A4%D7%A8%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%94_%D7%A8%D7%9E%D7%92
35,b,לט,ד,"ביאה הל""א סמג קיא ועשין רמג:","רמב""ם ביאה הלכה א
סמג קיא ועשין רמג",https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%A2%D7%A9%D7%94_%D7%A8%D7%9E%D7%92
35,b,מ,ה,"מיי' שם פ""ז הל'","רמב""ם פרק ז מהלכות מחוסרי ואינו כפרה הלכה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%97%D7%95%D7%A1%D7%A8%D7%99_%D7%95%D7%90%D7%99%D7%A0%D7%95_%D7%9B%D7%A4%D7%A8%D7%94_%D7%96
35,b,מא,ו,"ומושב הל""ב:","רמב""ם ומושב הלכה ב",
